"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","sample_name","sample_type"
0.017,0.0135,0.008,0.0025,0.004,0.0045,0.02,0.008,0.2745,0.158,0.1165,0.049,0.1615,0.09,0.0455,0.0275,"ref_sample_509","reference"
0.079,0.0665,0.093,0.052,0.065,0.049,0.064,0.0765,0.018,0.01,0.0165,0.0115,0.1075,0.074,0.146,0.0715,"ref_sample_510","reference"
0.001,0.001,0,0,0.278,0.146,0.117,0.053,0.0035,0.1055,0.003,0.049,0.001,0.164,0.004,0.074,"ref_sample_511","reference"
0.098,0.0655,0.1235,0.0745,0.002,0.0025,0.099,0.1325,0.032,0.0215,0.0425,0.024,0.086,0.055,0.0885,0.053,"ref_sample_512","reference"
0.001,0.002,5e-04,0,0.325,0.1615,0.0815,0.055,0,0.0265,0.009,0.0075,0.002,0.2105,0.059,0.059,"ref_sample_513","reference"
0.045,0.117,0,0.0545,0.0215,0.0125,0.0625,0.0245,0.2075,0.1265,0.0055,0.1105,0.105,0.0575,0.003,0.047,"ref_sample_514","reference"
0.081,0.14,0.001,0.1495,0.0335,0.0725,0.1245,0.0945,0.0115,0.0105,0,0.012,0.082,0.0795,0.001,0.107,"ref_sample_515","reference"
0.1675,0.059,0.1665,0.0635,0.0205,0.0185,0.066,0.0725,0,0,0,0,0.1275,0.0495,0.1335,0.0555,"ref_sample_516","reference"
0.031,0.0135,0.015,0.0395,0.034,0.0275,0.0225,0.023,0.104,0.1125,0.064,0.169,0.074,0.081,0.053,0.1365,"ref_sample_517","reference"
0.224,0.1065,5e-04,0.1255,0.0065,0.007,0.117,0.0455,0.0345,0.0155,0,0.015,0.1525,0.0545,0,0.0955,"ref_sample_518","reference"
0,0,0,0,0.2645,0.1795,0.1565,0.0525,0,0.0615,0.0105,0.0055,0,0.2005,0.043,0.026,"ref_sample_519","reference"
0,0,0,0,0.0025,0.0315,0.001,0.007,0,0.0225,0.533,0.17,0,0.0105,0.16,0.062,"ref_sample_520","reference"
0,0,0,0,0.0905,0.4175,0.111,0.1215,0,0.034,0.021,0.0145,0,0.09,0.066,0.034,"ref_sample_521","reference"
0.025,0.0215,0.1595,0.0485,0.0075,0.0335,0.0085,0.036,0.0625,0.017,0.312,0.097,0.0215,0.008,0.1075,0.0345,"ref_sample_522","reference"
0,0.115,0.035,0.0305,0.089,0.1165,0.0315,0.02,0.0775,0.0535,0.0415,0.041,0.1085,0.128,0.0525,0.06,"ref_sample_523","reference"
0.006,0.004,0.2555,0.129,0.0035,0.002,0.003,0.2015,0,5e-04,0.003,0.001,0.0065,0.0015,0.2655,0.1175,"ref_sample_524","reference"
0.0185,0.1885,0.184,0.0945,5e-04,0.001,0.107,0.143,0.0335,0.0175,0.052,0.022,0.04,0.0185,0.05,0.0295,"ref_sample_525","reference"
0.1675,0.0485,0.1235,0.0925,0.049,0.023,0.0535,0.0475,0.0615,0.0225,0.0505,0.04,0.0795,0.0295,0.066,0.0455,"ref_sample_526","reference"
0.1125,0.052,0.0535,0.1235,0.003,0.021,0.042,0.0585,0.144,0.0425,0.0745,0.1485,0.0435,0.0155,0.0215,0.044,"ref_sample_527","reference"
0.0695,0.1485,0.0095,0.121,0.001,0,0.0985,0.049,0.057,0.0265,0.003,0.0395,0.162,0.087,0.006,0.122,"ref_sample_528","reference"
0.036,0.0185,0.2945,0.2305,0.0745,0.0465,0.0065,0.0675,0.0045,0.0015,0.031,0.02,0.0135,0.004,0.0925,0.0585,"ref_sample_529","reference"
0.0095,0.0015,0.0035,0.006,0,0,0.0065,0.005,0.3425,0.193,0.159,0.2365,0.0115,0.009,0.005,0.0115,"ref_sample_530","reference"
0,0,0,0,0.032,0.031,0.0145,0.0115,0.0115,0.2975,0.1775,0.1105,0.0025,0.168,0.085,0.0585,"ref_sample_531","reference"
0.256,0.067,0.024,0.082,0.0045,0.006,0.175,0.0615,0.0815,0.0495,0.011,0.041,0.0565,0.039,0.009,0.0365,"ref_sample_532","reference"
0.0925,0.054,0.0735,0.08,0.047,0.0255,0.0825,0.082,0.0655,0.0495,0.053,0.069,0.0665,0.048,0.045,0.0665,"ref_sample_533","reference"
0,0,0,0,0.448,0.129,0.043,0.1095,0,0.009,0.0155,0.005,0,0.0625,0.1315,0.047,"ref_sample_534","reference"
0.0195,0.009,0,0.015,0.0055,0.3145,0.0965,0.055,0.0365,0.223,5e-04,0.144,0.008,0.043,0,0.03,"ref_sample_535","reference"
0.002,0.001,0,0.0015,0.001,0.001,0.0025,0.001,0.235,0.2035,0.0415,0.2295,0.08,0.0865,0.0115,0.1025,"ref_sample_536","reference"
0.1685,0.1015,0.046,0.139,0.004,5e-04,0.125,0.08,0.028,0.0185,0.01,0.0225,0.1,0.059,0.0315,0.066,"ref_sample_537","reference"
0.025,0.1035,0.022,0.0645,0.002,0.007,0.06,0.0435,0.1445,0.08,0.0425,0.1155,0.12,0.059,0.027,0.084,"ref_sample_538","reference"
0.0055,0.007,0.018,0.0165,0.1395,0.071,0.022,0.0655,0.0135,0.064,0.1405,0.1205,0.015,0.063,0.132,0.1065,"ref_sample_539","reference"
0.144,0.07,0.036,0.1125,0.0185,0.0875,0.119,0.0845,0.007,0.0055,0.0035,0.0045,0.102,0.071,0.026,0.1085,"ref_sample_540","reference"
0.001,0,0.0015,0,0.006,0.0185,0.0045,0.0065,0.0335,0.288,0.316,0.119,0.0045,0.0865,0.085,0.0295,"ref_sample_541","reference"
0,0,0,0,0.379,0.2055,0.157,0.0505,0,0.055,0.008,0.0065,0,0.1035,0.0205,0.0145,"ref_sample_542","reference"
0.2555,0.0825,0.0425,0.067,0,0.017,0.137,0.0415,0.0355,0.0185,0.0045,0.0095,0.1495,0.066,0.0295,0.044,"ref_sample_543","reference"
5e-04,0.014,0.212,0.069,0.006,0.242,0.011,0.1325,0,0,0,0,0.009,0.009,0.2305,0.0645,"ref_sample_544","reference"
0.002,0,0,0.0015,5e-04,0,0.002,0.0015,0.2495,0.1585,0.087,0.1445,0.1375,0.0825,0.0395,0.0935,"ref_sample_545","reference"
0.0015,0.0825,0.368,0.0795,0,0,0.0325,0.162,0.0065,0.0015,0.0515,0.0065,0.025,0.008,0.141,0.034,"ref_sample_546","reference"
0.068,0.0485,0.18,0.1695,0.0735,0.0325,0.003,0.024,0.0405,0.0165,0.092,0.079,0.036,0.0095,0.069,0.0585,"ref_sample_547","reference"
0.0285,0.015,0.007,0.0255,0.0405,0.0125,0.0245,0.022,0.1485,0.132,0.022,0.212,0.0855,0.099,0.011,0.1145,"ref_sample_548","reference"
0,0,0,0,0.1195,0.117,0.019,0.0425,5e-04,0.1445,0.115,0.131,0,0.112,0.0805,0.1185,"ref_sample_549","reference"
0.1425,0.0445,0.2425,0.126,0,0.0465,0.0465,0.125,0.0355,0.0135,0.059,0.0325,0.0155,0.0085,0.0415,0.0205,"ref_sample_550","reference"
0,0,0,0,0,0,0,0,0.2925,0.1335,0.103,0.1475,0.1355,0.0705,0.05,0.0675,"ref_sample_551","reference"
0.233,0.066,0.012,0.163,0.063,0.0165,0.102,0.051,0.005,0.001,0,0.0035,0.1125,0.055,0.0085,0.108,"ref_sample_552","reference"
0,0,0.0015,0.001,0.298,0.105,0.009,0.181,0,0.0045,0.08,0.0445,0,0.0185,0.179,0.078,"ref_sample_553","reference"
0.241,0.071,0.07,0.041,0,0,0.16,0.069,0,0,0,0,0.164,0.085,0.0645,0.0345,"ref_sample_554","reference"
0.0275,0.061,0.2215,0.145,5e-04,0.056,0.0095,0.056,0.017,0.0035,0.044,0.0315,0.0515,0.0135,0.157,0.105,"ref_sample_555","reference"
0.081,0.289,0,0.0965,0.0025,0.0015,0.1425,0.041,0,0,0,0,0.198,0.0825,5e-04,0.065,"ref_sample_556","reference"
0.0035,0.2615,0.0395,0.135,0.028,0.0475,0.093,0.061,0.0275,0.017,0.0035,0.016,0.1045,0.066,0.0275,0.069,"ref_sample_557","reference"
0.052,0.024,0.09,0.0515,0.0955,0.033,0.079,0.122,0.011,0.0195,0.0415,0.0345,0.0455,0.076,0.142,0.083,"ref_sample_558","reference"
0.131,0.1805,0.0105,0.1475,0.0095,0.0195,0.118,0.077,0.086,0.0355,0.002,0.063,0.0475,0.0295,0.003,0.04,"ref_sample_559","reference"
0.076,0.035,0.0265,0.0855,0.0935,0.0625,0.087,0.08,0.0595,0.065,0.024,0.0975,0.0415,0.0695,0.024,0.073,"ref_sample_560","reference"
0.002,0.071,5e-04,0.031,0.0025,0.419,0.0815,0.0315,0.023,0.094,5e-04,0.053,0.017,0.1085,0.0025,0.0625,"ref_sample_561","reference"
0.273,0.0925,0.0465,0.037,0.0645,0.015,0.1195,0.036,0.022,0.009,0.0045,0.006,0.1455,0.065,0.037,0.027,"ref_sample_562","reference"
0,5e-04,0.0175,0.002,0,0.001,0,0.0065,0.0535,0.017,0.47,0.12,0.031,0.009,0.211,0.061,"ref_sample_563","reference"
0.0195,0.0105,0.183,0.049,0.082,0.0975,0.0215,0.1455,0,0,0,0,0.021,0.0285,0.2765,0.0655,"ref_sample_564","reference"
0.007,0.0625,0.013,0.0085,0.0065,0.004,0.032,0.01,0.2755,0.171,0.0875,0.047,0.139,0.073,0.0395,0.024,"ref_sample_565","reference"
0,0.0095,0.2635,0.1,0,0,0.0045,0.236,5e-04,0.0015,0.0495,0.018,0.005,0.003,0.2305,0.0785,"ref_sample_566","reference"
0.016,0.0075,0.0305,0.013,0.004,0.0015,0.0095,0.024,0.166,0.0675,0.343,0.1115,0.038,0.028,0.107,0.033,"ref_sample_567","reference"
0.029,0.018,0.216,0.1065,0.083,0.0195,0.0175,0.1225,0.008,0.005,0.0785,0.037,0.017,0.013,0.155,0.0745,"ref_sample_568","reference"
0.001,0,0.027,0.0045,0.3655,0.176,0.009,0.15,0.001,0.013,0.1055,0.0385,0,0.0095,0.075,0.0245,"ref_sample_569","reference"
0.027,0.009,0.2465,0.0365,0.041,0.057,0.0255,0.1475,0.001,0.0025,0.023,0.004,0.0225,0.019,0.29,0.048,"ref_sample_570","reference"
0.076,0.123,0.0855,0.1345,0.0415,0.01,0.067,0.0605,0.053,0.018,0.0325,0.052,0.0795,0.04,0.049,0.078,"ref_sample_571","reference"
0.0075,0.001,0,0.0095,0,0.001,0.0035,0.0015,0.301,0.136,0.01,0.221,0.1375,0.0655,0.006,0.099,"ref_sample_572","reference"
0.0195,0.0805,0.057,0.0315,0.016,0.0115,0.026,0.024,0.161,0.065,0.1075,0.055,0.144,0.0495,0.1015,0.0505,"ref_sample_573","reference"
0.217,0.08,0.0135,0.125,0.001,0.001,0.094,0.046,0.012,0.0065,0.002,0.011,0.1925,0.075,0.0135,0.11,"ref_sample_574","reference"
0.0215,0.008,0.0115,0.0125,0.001,0,0.0115,0.018,0.162,0.075,0.1805,0.1325,0.0945,0.0625,0.113,0.096,"ref_sample_575","reference"
0.0125,0.006,0.0245,0.018,0.0615,0.0415,0.0075,0.03,0.065,0.1495,0.261,0.172,0.018,0.0385,0.0525,0.042,"ref_sample_576","reference"
0.0485,0.0865,0.031,0.104,0.0025,0.0015,0.066,0.063,0.1185,0.067,0.0475,0.148,0.083,0.037,0.0255,0.0705,"ref_sample_577","reference"
0.168,0.068,0,0.0905,0.015,0.029,0.0395,0.018,0.2185,0.0675,5e-04,0.1215,0.0945,0.0295,0,0.04,"ref_sample_578","reference"
0.168,0.173,0.028,0.105,0.026,0.015,0.14,0.0555,0,5e-04,0,0,0.1365,0.083,0.0125,0.057,"ref_sample_579","reference"
0,0.256,0.0025,0.153,0.0275,0.096,0.048,0.0355,0.0465,0.016,0,0.05,0.111,0.0535,0.0025,0.102,"ref_sample_580","reference"
0.0695,0.0375,0.157,0.0285,0.045,0.0835,0.0485,0.0825,0.029,0.018,0.0585,0.0125,0.068,0.0615,0.16,0.0405,"ref_sample_581","reference"
0.0695,0.226,0.0615,0.174,0.003,0.0015,0.127,0.119,0.0045,0,0.002,0.0015,0.088,0.0325,0.0245,0.0655,"ref_sample_582","reference"
0.006,0.027,0.013,0.013,0.1965,0.1015,0.088,0.089,0.0255,0.0995,0.04,0.0595,0.0155,0.1255,0.045,0.0555,"ref_sample_583","reference"
0.07,0.019,0.1995,0.14,0.1055,0.026,0.017,0.0715,0,0,5e-04,0.001,0.0445,0.032,0.16,0.1135,"ref_sample_584","reference"
0.072,0.1055,0.106,0.0905,0,0,0.075,0.1045,0.04,0.024,0.048,0.0335,0.089,0.0525,0.096,0.0635,"ref_sample_585","reference"
0.111,0.211,0.004,0.1835,0.049,0.028,0.098,0.058,0.0875,0.0485,0.0015,0.0745,0.018,0.009,0,0.0185,"ref_sample_586","reference"
0.1975,0.131,0.005,0.0875,0.001,5e-04,0.1565,0.044,0.017,0.011,5e-04,0.005,0.175,0.0825,0.006,0.08,"ref_sample_587","reference"
0.007,0.009,0.1145,0.054,0,0,0.0075,0.0675,0.026,0.01,0.3025,0.1095,0.02,0.007,0.1875,0.078,"ref_sample_588","reference"
0.002,0.0115,0.11,0.012,5e-04,0.0035,0.0055,0.0515,0.0465,0.0275,0.574,0.048,0.0095,0.0045,0.0885,0.005,"ref_sample_589","reference"
0.0235,0.2555,0.1095,0.1415,0,0.004,0.097,0.0735,0.0615,0.0185,0.0215,0.0335,0.065,0.0235,0.0305,0.0415,"ref_sample_590","reference"
0.191,0.1055,0.002,0.1565,0,0,0.1295,0.0715,0.035,0.0185,0,0.041,0.099,0.0585,5e-04,0.0915,"ref_sample_591","reference"
0.217,0.067,0.042,0.0975,0.0055,0.005,0.064,0.035,0.037,0.01,0.0075,0.0155,0.2135,0.052,0.038,0.0935,"ref_sample_592","reference"
0.057,0.1725,0,0.1085,0.063,0.0835,0.1125,0.05,0.005,0.0035,0,0.005,0.117,0.127,0,0.0955,"ref_sample_593","reference"
0.0335,0.0135,0.011,0.0175,0.2345,0.199,0.111,0.05,0,0.0035,5e-04,5e-04,0.0225,0.189,0.0385,0.0755,"ref_sample_594","reference"
0,0,0,0,0.0075,0.002,0,5e-04,0,0.133,0.5905,0.062,0,0.0375,0.153,0.014,"ref_sample_595","reference"
0.2595,0.089,0.077,0.0335,0.029,0.0265,0.151,0.041,0.0255,0.0105,0.0065,0.0025,0.14,0.0555,0.0375,0.0155,"ref_sample_596","reference"
0.129,0.0735,0.1165,0.057,0.073,0.0515,0.059,0.05,0.0205,0.0115,0.0195,0.0105,0.111,0.07,0.092,0.0555,"ref_sample_597","reference"
0.012,0.0135,0.3825,0.161,0.0065,0.003,0.008,0.149,0.0015,0.0015,0.078,0.033,0.004,0.0025,0.0935,0.0505,"ref_sample_598","reference"
0.0165,0.004,0.2295,0.1195,0.035,0.09,0.0055,0.138,0.004,0.0015,0.087,0.037,0.0055,0.0045,0.1495,0.073,"ref_sample_599","reference"
0.132,0.0495,0.0045,0.057,0.03,0.1735,0.194,0.092,0.0165,0.025,0,0.016,0.058,0.095,0.002,0.055,"ref_sample_600","reference"
0.0115,0.0065,0.035,0.035,0.086,0.1335,0.0265,0.0855,0.0445,0.0645,0.2165,0.1415,0.0075,0.0235,0.0445,0.038,"ref_sample_601","reference"
0.14,0.0515,0.0425,0.068,0.169,0.1075,0.0805,0.041,0.0035,0.002,5e-04,0.001,0.0835,0.111,0.037,0.0615,"ref_sample_602","reference"
0.2255,0.059,0.0545,0.1125,0.011,0.0325,0.116,0.065,0.045,0.02,0.012,0.031,0.0835,0.0525,0.0195,0.0605,"ref_sample_603","reference"
0.0935,0.0605,0.0535,0.0785,0.1415,0.0405,0.093,0.095,0.01,0.01,0.008,0.0065,0.071,0.093,0.057,0.0885,"ref_sample_604","reference"
0.0975,0.0825,0.0145,0.0825,0.077,0.0335,0.105,0.0605,0.038,0.024,0.0075,0.027,0.1115,0.107,0.021,0.111,"ref_sample_605","reference"
0,0.1295,0.0165,0.0525,0.1075,0.059,0.024,0.013,0.12,0.0945,0.037,0.121,0.0795,0.075,0.0155,0.0555,"ref_sample_606","reference"
0.0265,0.0125,0.339,0.121,0.019,0.0205,0.016,0.2135,0.0085,0.003,0.105,0.0415,0.003,0.001,0.0495,0.0205,"ref_sample_607","reference"
0,0,0,0,0.001,0.001,0,5e-04,0.1145,0.2685,0.076,0.1535,0.0515,0.188,0.047,0.0985,"ref_sample_608","reference"
0.076,0.277,0.0215,0.182,0.0035,0.0025,0.0965,0.057,0,0,0,0,0.1315,0.048,0.012,0.0925,"ref_sample_609","reference"
0.0015,0.0105,0.3015,0.06,0.077,0.0655,0.005,0.23,0.0015,0,0.1595,0.026,0.001,0.0015,0.0455,0.014,"ref_sample_610","reference"
0.0155,0.017,0.0035,0.0095,0,0,0.0175,0.008,0.2515,0.1125,0.0575,0.11,0.1905,0.0755,0.0385,0.093,"ref_sample_611","reference"
0.086,0.022,5e-04,0.0585,0.121,0.0675,0.0495,0.0215,0.104,0.127,0.003,0.1165,0.0585,0.086,0.003,0.0755,"ref_sample_612","reference"
0.027,0.094,0.0375,0.055,0.1275,0.089,0.1475,0.101,0.022,0.027,0.007,0.0205,0.0445,0.094,0.038,0.0685,"ref_sample_613","reference"
0.1575,0.0995,0.186,0.1235,0,0,0.0755,0.094,0.0095,0.001,0.0115,0.0075,0.079,0.025,0.0805,0.05,"ref_sample_614","reference"
0.065,0.2175,0.002,0.12,0.0355,0.0335,0.101,0.0505,0.035,0.0195,0,0.0165,0.1375,0.0735,0.0025,0.0905,"ref_sample_615","reference"
0.007,0.001,0,0.0015,0.003,0.0975,0.044,0.0125,0.0265,0.331,0.0055,0.124,0.014,0.254,0.004,0.0745,"ref_sample_616","reference"
0.01,0.396,0.0015,0.107,0.052,0.0425,0.128,0.0315,0.0635,0.0285,0,0.024,0.0635,0.0265,5e-04,0.025,"ref_sample_617","reference"
0.088,0.115,0.149,0.163,0.0345,0.0145,0.04,0.0825,0.0445,0.0155,0.0525,0.071,0.039,0.009,0.0415,0.0405,"ref_sample_618","reference"
0.086,0.033,5e-04,0.056,0,0,0.066,0.0355,0.2255,0.138,0.006,0.174,0.0725,0.049,0.002,0.056,"ref_sample_619","reference"
0.257,0.1225,0,0.0995,0.0035,0.001,0.1755,0.0435,0.097,0.0465,0,0.042,0.0615,0.0245,0,0.026,"ref_sample_620","reference"
0,0,0,0,0.0035,0.057,0.0045,0.0035,0.0015,0.4065,0.1345,0.1545,5e-04,0.141,0.04,0.053,"ref_sample_621","reference"
0.0765,0.119,0.006,0.059,0.0085,0.1185,0.0775,0.023,0.08,0.0535,0.005,0.0445,0.1285,0.114,0.007,0.0795,"ref_sample_622","reference"
0.002,0.0045,5e-04,0.003,0.059,0.395,0.1315,0.083,0,5e-04,0,5e-04,0.003,0.1935,0.0335,0.0905,"ref_sample_623","reference"
0.0365,0.012,0.005,0.0135,0.0025,0.376,0.1225,0.0565,0.0025,0.0245,0.0015,0.0165,0.028,0.1905,0.0105,0.1015,"ref_sample_624","reference"
0.0355,0.053,0.016,0.046,0.0165,0.0105,0.051,0.034,0.1965,0.109,0.0485,0.153,0.0855,0.0575,0.022,0.0655,"ref_sample_625","reference"
0.0475,0.033,0.0055,0.0425,0.1395,0.2905,0.1235,0.071,0.005,0.01,5e-04,0.0085,0.027,0.12,0.0085,0.0675,"ref_sample_626","reference"
0.0015,0.0015,0.013,0.0025,0.021,0.0125,0.002,0.0205,0.0185,0.03,0.4975,0.1015,0.0105,0.019,0.2055,0.043,"ref_sample_627","reference"
0.2135,0.0635,0,0.1585,0.1245,0.039,0.1285,0.0595,0,0,0,5e-04,0.0785,0.0635,0,0.0705,"ref_sample_628","reference"
0.096,0.058,0.0975,0.1465,0.0865,0.039,0.0845,0.1395,0.032,0.0235,0.034,0.0505,0.023,0.0155,0.031,0.043,"ref_sample_629","reference"
0.138,0.076,0.1425,0.1265,0.045,0.0125,0.089,0.105,0,0,5e-04,0,0.0815,0.0325,0.073,0.078,"ref_sample_630","reference"
0.2125,0.06,0.0105,0.165,0.001,0.001,0.136,0.0805,0.038,0.0135,0.002,0.0265,0.1085,0.0475,0.0045,0.093,"ref_sample_631","reference"
0,0,5e-04,0.001,0,5e-04,0,0.001,0.0025,0.0025,0.5035,0.2765,0,0.001,0.127,0.084,"ref_sample_632","reference"
0,0,0.3165,0.085,0.0085,0.0895,0,0.1125,0,0,0.151,0.0405,0,0,0.148,0.0485,"ref_sample_633","reference"
0.0875,0.086,0.0235,0.0365,0.203,0.242,0.086,0.0345,0.021,0.0265,0.0025,0.015,0.0305,0.0715,0.009,0.025,"ref_sample_634","reference"
0.1135,0.0545,0.0375,0.0565,0.035,0.034,0.133,0.058,0.0935,0.063,0.0355,0.0505,0.0785,0.074,0.0325,0.0505,"ref_sample_635","reference"
0.1555,0.0695,0.031,0.085,0.0365,0.3125,0.0665,0.0395,0,0,0,0,0.0525,0.0795,0.018,0.054,"ref_sample_636","reference"
0.1125,0.038,5e-04,0.043,0,0.009,0.06,0.014,0.241,0.079,5e-04,0.095,0.1685,0.07,0,0.069,"ref_sample_637","reference"
0.0405,0.0165,0.252,0.088,0.022,0.079,0.025,0.1315,0.003,0.001,0.016,0.005,0.0265,0.014,0.207,0.073,"ref_sample_638","reference"
0.113,0.112,0.0595,0.1515,0.0215,0.007,0.065,0.068,0.073,0.0255,0.026,0.073,0.072,0.0315,0.031,0.0705,"ref_sample_639","reference"
0.2205,0.1365,0.0025,0.1345,0.003,0,0.108,0.0295,0.015,0.003,0,0.004,0.1975,0.063,0,0.083,"ref_sample_640","reference"
0.071,0.234,0,0.152,0.0065,0.005,0.123,0.05,0.086,0.033,0,0.05,0.0945,0.04,0,0.055,"ref_sample_641","reference"
0.0505,0.0165,0.01,0.006,0.0055,0.007,0.029,0.0095,0.304,0.17,0.0815,0.104,0.093,0.0655,0.0235,0.0245,"ref_sample_642","reference"
0.205,0.1645,0.0135,0.1455,0.0795,0.059,0.033,0.009,0.0085,0.004,0,0.0035,0.1495,0.043,0.0035,0.079,"ref_sample_643","reference"
0.138,0.047,0.0415,0.067,0.116,0.067,0.183,0.1115,0.0035,0.0035,0.003,0.001,0.0505,0.0905,0.0255,0.0515,"ref_sample_644","reference"
0.1705,0.0485,0,0.1475,0.019,0.127,0.0695,0.0425,0.084,0.0455,0,0.0805,0.059,0.044,0,0.0625,"ref_sample_645","reference"
0.0275,0.1185,0.034,0.0765,0.0085,0.003,0.051,0.042,0.1345,0.049,0.047,0.109,0.1135,0.043,0.048,0.095,"ref_sample_646","reference"
0,0,0,5e-04,0.2425,0.1025,0.067,0.0355,5e-04,0.2315,0.0185,0.0805,5e-04,0.1545,0.011,0.055,"ref_sample_647","reference"
0.1235,0.155,0,0.0895,0.0715,0.036,0.0885,0.0355,0.0075,0.0035,0,0.004,0.167,0.109,0,0.1095,"ref_sample_648","reference"
0.001,0,0.409,0.09,0,0,0.001,0.1415,0,0,0.068,0.011,5e-04,0,0.221,0.057,"ref_sample_649","reference"
0.002,0.002,0.009,0.0025,0,0.001,0.001,0.004,0.0635,0.0205,0.3645,0.1825,0.033,0.0175,0.192,0.105,"ref_sample_650","reference"
0.0455,0.185,0.0085,0.0765,0.026,0.015,0.0595,0.0245,0.141,0.0655,0.0095,0.079,0.1335,0.0565,0.0055,0.069,"ref_sample_651","reference"
0.028,0.2415,0.0105,0.134,0.0175,0.083,0.0875,0.0425,0.024,0.01,0.001,0.0205,0.124,0.0675,0.003,0.1055,"ref_sample_652","reference"
0.005,0,0,5e-04,5e-04,5e-04,0,0,0.4075,0.131,0.077,0.2485,0.0615,0.02,0.0065,0.0415,"ref_sample_653","reference"
0.006,0.009,0.001,0.005,0.0185,0.005,0.008,0.0055,0.275,0.2795,0.0155,0.2725,0.0265,0.037,0.003,0.033,"ref_sample_654","reference"
0.007,0.002,0,0.0015,0.004,0.002,0.0035,5e-04,0.2895,0.239,0.015,0.1475,0.1,0.119,0.0085,0.061,"ref_sample_655","reference"
0.0315,0.0195,0.0245,0.0215,0.1075,0.302,0.116,0.11,0.002,0.0115,0.0085,0.006,0.0175,0.102,0.063,0.057,"ref_sample_656","reference"
0,0,0,0,0.04,0.0655,0.0165,0.0105,5e-04,0.2915,0.0855,0.173,0,0.185,0.035,0.097,"ref_sample_657","reference"
0.0745,0.026,0.201,0.1335,0,0,0.0635,0.176,0.001,5e-04,0.0035,0.0015,0.048,0.0285,0.1325,0.11,"ref_sample_658","reference"
0.0135,0.005,0.097,0.0535,0.1195,0.048,0.005,0.032,0.0225,0.022,0.2655,0.14,0.0075,0.0105,0.0975,0.061,"ref_sample_659","reference"
0.2485,0.1885,0.084,0.0565,0.011,0.0045,0.133,0.0495,5e-04,0,0,0,0.1285,0.043,0.036,0.0165,"ref_sample_660","reference"
0,0.3515,0.009,0.1285,0.001,0.001,0.1245,0.042,0.088,0.0375,0.0045,0.032,0.101,0.0335,0.0055,0.0405,"ref_sample_661","reference"
0.0345,0.0085,0.098,0.035,0.0935,0.2255,0.0295,0.1125,0,0.001,0.0055,5e-04,0.017,0.062,0.2095,0.0675,"ref_sample_662","reference"
0.065,0.019,5e-04,0.036,0.209,0.072,0.1505,0.082,0.033,0.081,5e-04,0.071,0.0235,0.094,0,0.063,"ref_sample_663","reference"
0.0015,0.0485,0.064,0.0595,0.064,0.379,0.0565,0.123,0,5e-04,5e-04,0,0.011,0.043,0.0775,0.0715,"ref_sample_664","reference"
0.1155,0.054,0.008,0.072,0.096,0.0515,0.1415,0.0725,0.032,0.0225,0.004,0.025,0.098,0.123,0.0085,0.076,"ref_sample_665","reference"
0,0.005,0.0065,0.004,0.3645,0.291,0.014,0.036,0.001,0.023,0.047,0.018,0.0015,0.0585,0.0945,0.0355,"ref_sample_666","reference"
0.2165,0.08,0.0915,0.084,0.012,0.0145,0.1475,0.109,0.0205,0.0125,0.011,0.009,0.074,0.0445,0.0355,0.038,"ref_sample_667","reference"
0.042,0.019,0.31,0.075,0.0045,0.028,0.0215,0.166,0.0045,0.0015,0.046,0.016,0.026,0.011,0.175,0.054,"ref_sample_668","reference"
0.091,0.075,0.0045,0.0825,0.1605,0.1225,0.1425,0.06,0.0355,0.0535,0.0035,0.052,0.035,0.0465,0.001,0.0345,"ref_sample_669","reference"
0.1875,0.0985,0.0625,0.122,0.0265,0.0265,0.0995,0.0725,0.064,0.028,0.028,0.046,0.0545,0.0235,0.026,0.0345,"ref_sample_670","reference"
0.003,0.003,0.2555,0.0705,0.0525,0.0125,0.0035,0.2425,5e-04,5e-04,0.0165,0.004,0.001,0.003,0.268,0.0635,"ref_sample_671","reference"
0.02,0.115,0.13,0.0435,0.127,0.032,0.065,0.0675,0.0105,0.007,0.016,0.0025,0.0845,0.082,0.152,0.0455,"ref_sample_672","reference"
0.137,0.109,0,0.1485,0.015,0.05,0.1305,0.0635,0.089,0.052,0,0.0915,0.0435,0.025,0,0.0455,"ref_sample_673","reference"
0.039,0.015,0.016,0.016,0,0.318,0.117,0.104,0.0085,0.0355,0.0195,0.0155,0.0185,0.129,0.0775,0.071,"ref_sample_674","reference"
0.087,0.048,0.0695,0.0505,0.1625,0.045,0.0725,0.061,0.06,0.0775,0.081,0.0625,0.0275,0.0365,0.031,0.028,"ref_sample_675","reference"
0,0,0,0,0.3225,0.143,0.16,0.1185,0,0.053,0.024,0.0085,0,0.1055,0.0505,0.0145,"ref_sample_676","reference"
0.063,0.0355,0.153,0.057,0.041,0.0325,0.04,0.079,0.0245,0.017,0.0625,0.0265,0.0805,0.0565,0.1725,0.059,"ref_sample_677","reference"
0.1105,0.0445,0.2165,0.1475,0.02,0.0115,0.0435,0.1345,0.004,0.001,0.0035,0.003,0.054,0.021,0.107,0.078,"ref_sample_678","reference"
0.0495,0.1385,0.0335,0.1335,0,0.003,0.0535,0.058,0.097,0.026,0.0275,0.0915,0.1035,0.0405,0.032,0.1125,"ref_sample_679","reference"
